Game_ID,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Weighted
12891,Need for Speed: The Run,X360,2011,Action,Electronic Arts,0.63,0.57,0.00,0.15,1.36,68.00,65.00,6.00,160,Black Box,T,6011.2
8769,Prince of Persia,X360,2008,Action,Ubisoft,0.54,0.34,0.02,0.10,1.01,81.00,73.00,7.00,189,Ubisoft Montreal,T,5972.13
15626,The Legend of Zelda: Tri Force Heroes,3DS,2015,Action,Nintendo,0.53,0.33,0.17,0.08,1.12,73.00,73.00,7.60,179,Nintendo,E,5968.48
12893,Crysis 2,PS3,2011,Action,Electronic Arts,0.46,0.56,0.06,0.21,1.29,85.00,54.00,7.20,406,Crytek,M,5921.1
3729,Enter the Matrix,PS2,2003,Action,Atari,1.78,1.12,0.09,0.19,3.18,62.00,30.00,8.10,137,Shiny Entertainment,T,5914.8
11646,Dead Rising 2,PS3,2010,Action,Capcom,0.43,0.56,0.15,0.21,1.36,80.00,54.00,6.70,178,Blue Castle Games,M,5875.2
13808,Kinect Star Wars,X360,2012,Action,Microsoft Game Studios,1.05,0.52,0.03,0.14,1.74,55.00,61.00,3.50,145,Terminal Reality,T,5837.7
11651,Castlevania: Lords of Shadow,PS3,2010,Action,Konami Digital Entertainment,0.50,0.35,0.10,0.15,1.10,85.00,62.00,8.00,468,Mercury Steam,M,5797
981,Tomb Raider II,PS,1997,Action,Eidos Interactive,2.30,2.46,0.20,0.28,5.24,85.00,13.00,,,Core Design Ltd.,T,5790.2
8749,Far Cry 2,PS3,2008,Action,Ubisoft,0.43,0.69,0.01,0.26,1.38,85.00,49.00,6.40,241,Ubisoft Montreal,M,5747.7
15620,Just Cause 3,PS4,2015,Action,Square Enix,0.47,1.03,0.07,0.28,1.86,73.00,42.00,6.50,403,Avalanche Studios,M,5702.76
10210,Bayonetta,PS3,2009,Action,Sega,0.44,0.39,0.21,0.16,1.21,87.00,54.00,7.70,355,Nex Entertainment,M,5684.58
3731,Tom Clancy's Splinter Cell,PS2,2003,Action,Ubisoft,1.15,1.11,0.00,0.40,2.65,89.00,24.00,7.70,102,Ubisoft Shanghai,T,5660.4
14516,Saints Row IV,X360,2013,Action,Deep Silver,1.01,0.50,0.01,0.13,1.66,81.00,42.00,6.50,325,Volition Inc.,M,5647.32
6299,Bully,PS2,2006,Action,Take-Two Interactive,0.75,0.03,0.04,0.12,0.94,87.00,69.00,9.10,293,Rockstar Vancouver,T,5642.82
13847,Resident Evil: Revelations,3DS,2012,Action,Capcom,0.30,0.22,0.30,0.05,0.88,82.00,78.00,8.50,397,Capcom,M,5628.48
11652,Dante's Inferno,PS3,2010,Action,Electronic Arts,0.64,0.28,0.04,0.13,1.08,75.00,69.00,7.50,265,Visceral Games,M,5589
4550,Spider-Man 2,XB,2004,Action,Activision,0.82,0.26,0.00,0.04,1.12,83.00,60.00,8.30,40,Treyarch,T,5577.6
6294,Metal Gear Solid: Portable Ops,PSP,2006,Action,Konami Digital Entertainment,0.38,0.35,0.38,0.08,1.18,87.00,54.00,8.20,147,Kojima Productions,M,5543.64
15079,Bayonetta 2,WiiU,2014,Action,Nintendo,0.32,0.28,0.10,0.06,0.76,91.00,80.00,8.20,1217,PlatinumGames,M,5532.8
717,Tomb Raider,PS,1996,Action,Eidos Interactive,2.29,1.97,0.13,0.24,4.63,91.00,13.00,8.60,147,Core Design Ltd.,T,5477.29
13837,ZombiU,WiiU,2012,Action,Ubisoft,0.52,0.36,0.05,0.08,1.01,77.00,70.00,7.70,758,Ubisoft Montpellier,M,5443.9
4539,The Getaway: Black Monday,PS2,2004,Action,Sony Computer Entertainment,0.39,1.01,0.02,0.36,1.78,57.00,53.00,7.60,47,SCEE London Studio,M,5377.38
8761,Prince of Persia,PS3,2008,Action,Ubisoft,0.47,0.40,0.03,0.17,1.07,85.00,59.00,7.30,245,Ubisoft Montreal,T,5366.05
3737,Devil May Cry 2,PS2,2003,Action,Capcom,0.71,0.58,0.51,0.17,1.97,68.00,40.00,6.60,167,Capcom,M,5358.4
7432,Resident Evil: The Umbrella Chronicles,Wii,2007,Action,Capcom,0.67,0.43,0.29,0.14,1.52,75.00,47.00,7.60,122,Cavia Inc.,M,5358
16221,Kirby: Planet Robobot,3DS,2016,Action,Nintendo,0.28,0.14,0.47,0.04,0.93,81.00,71.00,8.70,87,HAL Labs,E,5348.43
2387,Onimusha: Warlords,PS2,2001,Action,Virgin Interactive,0.99,0.48,1.09,0.14,2.70,86.00,23.00,8.20,56,Capcom,M,5340.6
13807,Hitman: Absolution,PS3,2012,Action,Square Enix,0.59,1.05,0.07,0.44,2.14,83.00,30.00,7.50,511,Io Interactive,M,5328.6
4536,The Incredibles,PS2,2004,Action,THQ,0.96,1.08,0.04,0.30,2.37,62.00,36.00,7.60,22,Heavy Iron Studios,T,5289.84
14526,Dead Space 3,X360,2013,Action,Electronic Arts,0.64,0.26,0.00,0.08,0.98,78.00,68.00,6.40,694,Visceral Games,M,5197.92
10207,[Prototype],PS3,2009,Action,Activision,0.65,0.40,0.00,0.19,1.24,79.00,53.00,7.70,308,Radical Entertainment,M,5191.88
2003,Spider-Man,PS,2000,Action,Activision,1.70,1.25,0.02,0.16,3.13,87.00,19.00,9.00,107,Neversoft Entertainment,E,5173.89
11644,Star Wars: The Force Unleashed II,X360,2010,Action,LucasArts,0.95,0.37,0.00,0.11,1.43,61.00,59.00,5.70,180,LucasArts,T,5146.57
13838,UFC Undisputed 3,X360,2012,Action,THQ,0.72,0.20,0.00,0.08,0.99,85.00,60.00,7.60,88,Yuke's,T,5049
7423,LEGO Star Wars: The Complete Saga,X360,2007,Action,LucasArts,1.53,0.81,0.00,0.24,2.57,80.00,24.00,7.40,114,Traveller's Tales,E10+,4934.4
15062,Assassin's Creed: Rogue,PS3,2014,Action,Ubisoft,0.46,0.56,0.06,0.20,1.29,72.00,53.00,7.50,292,Ubisoft Sofia,M,4922.64
4548,Tom Clancy's Splinter Cell: Pandora Tomorrow,PS2,2004,Action,Ubisoft,0.52,0.56,0.00,0.17,1.25,87.00,45.00,8.60,34,Ubisoft Shanghai,T,4893.75
13840,PlayStation All-Stars Battle Royale,PS3,2012,Action,Sony Computer Entertainment,0.50,0.27,0.04,0.15,0.95,74.00,69.00,7.30,540,SuperBot Entertainment,T,4850.7
10227,Ghostbusters: The Video Game,PS3,2009,Action,Sony Computer Entertainment,0.34,0.36,0.00,0.14,0.84,78.00,74.00,7.90,96,Terminal Reality,T,4848.48
13824,LEGO The Lord of the Rings,X360,2012,Action,Warner Bros. Interactive Entertainment,0.64,0.49,0.00,0.11,1.23,80.00,49.00,8.50,73,TT Games,E10+,4821.6
2880,Hitman 2: Silent Assassin,PS2,2002,Action,Eidos Interactive,1.36,1.15,0.04,0.41,2.96,85.00,19.00,7.80,78,Io Interactive,M,4780.4
12890,LEGO Star Wars III: The Clone Wars,X360,2011,Action,LucasArts,0.84,0.51,0.00,0.13,1.48,75.00,43.00,7.80,42,Traveller's Tales,E10+,4773
11661,Dante's Inferno,X360,2010,Action,Electronic Arts,0.63,0.20,0.02,0.07,0.92,73.00,71.00,7.70,224,Visceral Games,M,4768.36
13814,Dishonored,PS3,2012,Action,Bethesda Softworks,0.72,0.52,0.04,0.25,1.53,89.00,35.00,7.90,781,Arkane Studios,M,4765.95
10219,Brutal Legend,PS3,2009,Action,Electronic Arts,0.54,0.27,0.00,0.13,0.94,83.00,61.00,7.60,162,Double Fine Productions,M,4759.22
8764,Bully: Scholarship Edition,X360,2008,Action,Take-Two Interactive,0.53,0.40,0.03,0.11,1.06,80.00,56.00,8.30,154,"Mad Doc Software, Rockstar Vancouver",T,4748.8
14527,Tom Clancy's Splinter Cell: Blacklist,X360,2013,Action,Ubisoft,0.57,0.32,0.01,0.08,0.98,82.00,58.00,7.50,383,Ubisoft Toronto,M,4660.88
8762,Tomb Raider: Underworld,X360,2008,Action,Eidos Interactive,0.53,0.42,0.01,0.11,1.07,76.00,57.00,6.60,198,Crystal Dynamics,T,4635.24
10233,MadWorld,Wii,2009,Action,Sega,0.45,0.23,0.02,0.07,0.77,81.00,74.00,8.60,176,PlatinumGames,M,4615.38
7440,Ninja Gaiden Sigma,PS3,2007,Action,Eidos Interactive,0.57,0.32,0.09,0.16,1.14,88.00,46.00,7.50,155,Team Ninja,M,4614.72
6295,The Godfather,PS2,2006,Action,Electronic Arts,0.89,0.03,0.01,0.15,1.09,75.00,56.00,8.30,99,Electronic Arts,M,4578
3742,Manhunt,PS2,2003,Action,Take-Two Interactive,0.63,0.49,0.00,0.16,1.28,76.00,47.00,8.30,136,Rockstar North,M,4572.16
16230,Quantum Break,XOne,2016,Action,Microsoft Game Studios,0.30,0.20,0.01,0.05,0.56,77.00,106.00,6.80,1659,Remedy Entertainment,M,4570.72
13823,WWE '13,X360,2012,Action,THQ,0.72,0.44,0.00,0.11,1.27,78.00,46.00,8.00,110,"THQ, Yuke's",T,4556.76
13849,LittleBigPlanet Karting,PS3,2012,Action,Sony Computer Entertainment,0.42,0.30,0.01,0.15,0.87,73.00,69.00,6.90,159,"Media Molecule, United Front Games",E,4382.19
11649,LEGO Harry Potter: Years 1-4,PS3,2010,Action,Warner Bros. Interactive Entertainment,0.55,0.55,0.00,0.21,1.31,79.00,42.00,8.00,52,Traveller's Tales,E10+,4346.58
10214,Resident Evil: The Darkside Chronicles,Wii,2009,Action,Capcom,0.46,0.31,0.20,0.09,1.05,75.00,55.00,8.00,60,Cavia Inc.,M,4331.25
2887,State of Emergency,PS2,2002,Action,Take-Two Interactive,0.86,0.67,0.00,0.22,1.76,71.00,34.00,5.70,33,VIS Entertainment,M,4248.64
5332,Grand Theft Auto: San Andreas,PC,2005,Action,Take-Two Interactive,0.00,0.93,0.00,0.04,0.97,93.00,47.00,8.90,1841,Rockstar North,M,4239.87
3741,True Crime: Streets of LA,XB,2003,Action,Activision,0.96,0.37,0.00,0.05,1.38,77.00,39.00,7.80,28,"Luxoflux, Inc.",M,4144.14
13854,Darksiders II,X360,2012,Action,THQ,0.45,0.27,0.00,0.07,0.79,83.00,63.00,8.00,456,Vigil Games,M,4130.91
2388,Resident Evil - Code: Veronica X,PS2,2001,Action,Capcom,1.08,0.70,0.34,0.21,2.34,84.00,21.00,8.40,189,Capcom,M,4127.76
3740,Resident Evil: Outbreak,PS2,2003,Action,Capcom,0.54,0.35,0.46,0.10,1.45,71.00,40.00,8.30,94,Capcom,M,4118
2000,Driver 2,PS,2000,Action,Atari,2.36,2.10,0.02,0.25,4.73,62.00,14.00,7.70,92,Reflections Interactive,T,4105.64
6293,Scarface: The World is Yours,PS2,2006,Action,Vivendi Games,0.99,0.04,0.00,0.16,1.19,75.00,46.00,8.60,113,Radical Entertainment,M,4105.5
12900,LEGO Pirates of the Caribbean: The Video Game,X360,2011,Action,Disney Interactive Studios,0.54,0.39,0.00,0.09,1.03,73.00,54.00,7.00,31,Traveller's Tales,E10+,4060.26
14520,Disney Infinity,X360,2013,Action,Disney Interactive Studios,0.97,0.34,0.00,0.13,1.44,74.00,38.00,6.50,79,Avalanche Software,E10+,4049.28
6307,Okami,PS2,2006,Action,Capcom,0.11,0.03,0.15,0.34,0.63,93.00,69.00,9.30,327,Clover Studio,T,4042.71
13855,[Prototype 2],X360,2012,Action,Activision,0.48,0.24,0.00,0.07,0.79,74.00,69.00,7.00,173,Radical Entertainment,M,4033.74
8755,Tomb Raider: Underworld,PS3,2008,Action,Eidos Interactive,0.45,0.55,0.05,0.22,1.26,75.00,42.00,7.20,166,Nixxes Software,T,3969
3734,Dynasty Warriors 4,PS2,2003,Action,Tecmo Koei,0.63,0.21,1.13,0.13,2.11,78.00,24.00,9.30,201,Omega Force,T,3949.92
6302,Tom Clancy's Splinter Cell: Double Agent,X360,2006,Action,Ubisoft,0.67,0.04,0.01,0.06,0.78,85.00,59.00,8.10,148,Ubisoft Shanghai,M,3911.7
11641,Star Wars: The Force Unleashed II,PS3,2010,Action,LucasArts,0.80,0.49,0.00,0.21,1.50,63.00,41.00,6.80,121,LucasArts,T,3874.5
2396,Silent Hill 2,PS2,2001,Action,Konami Digital Entertainment,0.62,0.49,0.00,0.16,1.28,89.00,34.00,8.90,557,KCET,M,3873.28
11670,Castlevania: Lords of Shadow,X360,2010,Action,Konami Digital Entertainment,0.42,0.17,0.01,0.05,0.66,83.00,70.00,7.80,237,Mercury Steam,M,3834.6
4559,The Legend of Zelda: Four Swords Adventures,GC,2004,Action,Nintendo,0.63,0.16,0.00,0.02,0.81,86.00,55.00,7.20,74,Nintendo,E,3831.3
8785,Condemned 2: Bloodshot,X360,2008,Action,Sega,0.38,0.19,0.00,0.06,0.63,80.00,76.00,8.40,178,Monolith Productions,M,3830.4
7443,The Simpsons Game,X360,2007,Action,Electronic Arts,0.54,0.39,0.00,0.11,1.03,71.00,52.00,7.70,71,"Electronic Arts, EA Redwood Shores",T,3802.76
10232,The Godfather II,X360,2009,Action,Electronic Arts,0.47,0.23,0.01,0.08,0.79,65.00,72.00,6.90,60,EA Redwood Shores,M,3697.2
716,Resident Evil,PS,1996,Action,Virgin Interactive,2.05,1.16,1.11,0.73,5.05,91.00,8.00,9.00,266,Capcom,M,3676.4
10226,Ninja Gaiden Sigma 2,PS3,2009,Action,Ubisoft Annecy,0.52,0.16,0.08,0.10,0.85,83.00,52.00,7.70,115,Team Ninja,M,3668.6
4560,Prince of Persia: Warrior Within,XB,2004,Action,Ubisoft,0.48,0.28,0.00,0.04,0.80,83.00,55.00,7.50,35,Ubisoft Montreal,M,3652
4546,Samurai Warriors,PS2,2004,Action,Electronic Arts,0.22,0.05,1.06,0.02,1.35,73.00,37.00,8.70,23,Omega Force,T,3646.35
13821,Skylanders Giants,X360,2012,Action,Activision,0.75,0.44,0.00,0.11,1.30,80.00,35.00,6.60,38,Toys for Bob,E10+,3640
16224,LEGO Marvel's Avengers,PS4,2016,Action,Warner Bros. Interactive Entertainment,0.26,0.35,0.00,0.12,0.73,71.00,70.00,7.00,87,TT Games,E10+,3628.1
1280,Grand Theft Auto 2,PS,1998,Action,Take-Two Interactive,1.13,2.07,0.00,0.22,3.42,70.00,15.00,8.00,67,DMA Design,T,3591
3749,Prince of Persia: The Sands of Time,XB,2003,Action,Ubisoft,0.57,0.33,0.00,0.04,0.94,92.00,41.00,7.80,72,Ubisoft,T,3545.68
12911,Dragon Age II,PS3,2011,Action,Electronic Arts,0.40,0.26,0.05,0.11,0.83,82.00,52.00,4.30,1197,BioWare,M,3539.12
8735,LEGO Batman: The Videogame,DS,2008,Action,Warner Bros. Interactive Entertainment,1.75,1.01,0.00,0.29,3.05,72.00,16.00,8.00,16,TT Fusion,E10+,3513.6
5336,Yakuza,PS2,2005,Action,Sega,0.03,0.02,0.74,0.01,0.80,75.00,58.00,8.20,73,Amusement Vision,M,3480
13834,Sleeping Dogs,PS3,2012,Action,Square Enix,0.31,0.49,0.05,0.19,1.04,83.00,40.00,7.70,645,United Front Games,M,3452.8
7421,LEGO Star Wars: The Complete Saga,DS,2007,Action,LucasArts,2.83,1.48,0.00,0.45,4.76,80.00,9.00,5.40,46,TT Fusion,E,3427.2
13872,Gravity Rush,PSV,2012,Action,Sony Computer Entertainment,0.21,0.17,0.09,0.08,0.56,83.00,73.00,8.50,625,SCE Japan Studio,T,3393.04
3748,Castlevania: Lament of Innocence,PS2,2003,Action,Konami Digital Entertainment,0.46,0.36,0.00,0.12,0.94,79.00,45.00,8.40,74,KCET,M,3341.7
16226,Lego Star Wars: The Force Awakens,PS4,2016,Action,Warner Bros. Interactive Entertainment,0.16,0.43,0.01,0.11,0.70,78.00,61.00,7.50,91,TT Games,E10+,3330.6
5327,Star Wars Episode III: Revenge of the Sith,XB,2005,Action,Activision,0.82,0.38,0.00,0.04,1.24,61.00,44.00,8.10,54,Double Helix Games,T,3328.16
14514,LEGO Marvel Super Heroes,PS3,2013,Action,Warner Bros. Interactive Entertainment,0.77,0.76,0.01,0.29,1.84,82.00,22.00,7.90,76,TT Games,E10+,3319.36
7424,LEGO Star Wars: The Complete Saga,PS3,2007,Action,LucasArts,1.02,0.90,0.00,0.36,2.29,80.00,18.00,6.70,87,Traveller's Tales,E10+,3297.6
13848,Sleeping Dogs,X360,2012,Action,Square Enix ,0.38,0.40,0.01,0.08,0.87,80.00,47.00,7.90,468,United Front Games,M,3271.2
8778,Turok,X360,2008,Action,Touchstone,0.46,0.20,0.01,0.07,0.75,69.00,63.00,7.10,120,Propaganda Games,M,3260.25
2892,Spider-Man: The Movie,XB,2002,Action,Activision,1.07,0.28,0.00,0.05,1.40,79.00,29.00,7.50,11,Treyarch,E,3207.4
11681,Enslaved: Odyssey to the West,X360,2010,Action,Namco Bandai Games,0.30,0.19,0.00,0.05,0.54,82.00,72.00,7.80,295,Ninja Theory,T,3188.16
12895,LEGO Star Wars III: The Clone Wars,PS3,2011,Action,LucasArts,0.52,0.46,0.00,0.19,1.16,76.00,36.00,7.30,34,Traveller's Tales,E10+,3173.76
8774,Grand Theft Auto IV,PC,2008,Action,Take-Two Interactive,0.01,0.79,0.00,0.07,0.88,90.00,40.00,6.60,2299,Rockstar Toronto,M,3168
11676,Prince of Persia: The Forgotten Sands,X360,2010,Action,Ubisoft,0.30,0.26,0.00,0.06,0.62,74.00,69.00,7.80,112,Ubisoft Montreal,T,3165.72
16227,Dishonored 2,PS4,2016,Action,Bethesda Softworks,0.22,0.32,0.00,0.10,0.64,88.00,56.00,7.70,569,Arkane Studios,M,3153.92
8759,007: Quantum of Solace,PS3,2008,Action,Activision,0.43,0.51,0.02,0.19,1.14,65.00,42.00,6.60,47,Treyarch,T,3112.2
15634,LEGO Dimensions,PS4,2015,Action,Warner Bros. Interactive Entertainment,0.24,0.37,0.00,0.12,0.73,80.00,53.00,7.10,65,Traveller's Tales,E10+,3095.2
3760,Viewtiful Joe,GC,2003,Action,Capcom,0.38,0.10,0.12,0.02,0.62,93.00,52.00,8.30,115,Clover Studio,T,2998.32
3745,Tenchu: Wrath of Heaven,PS2,2003,Action,Activision,0.44,0.34,0.25,0.11,1.14,79.00,33.00,8.40,38,K2 LLC,M,2971.98
10215,LEGO Indiana Jones 2: The Adventure Continues,X360,2009,Action,Activision,0.62,0.31,0.00,0.09,1.02,71.00,41.00,7.40,25,Traveller's Tales,E10+,2969.22
3746,The Lord of the Rings: The Return of the King,XB,2003,Action,Electronic Arts,0.71,0.38,0.00,0.05,1.14,84.00,31.00,9.10,31,EA Games,T,2968.56
2882,Harry Potter and the Chamber of Secrets,PS2,2002,Action,Electronic Arts,0.90,1.22,0.04,0.44,2.61,71.00,16.00,7.60,49,Electronic Arts,E,2964.96
14517,LEGO Marvel Super Heroes,PS4,2013,Action,Warner Bros. Interactive Entertainment,0.59,0.76,0.01,0.26,1.62,83.00,22.00,7.70,262,TT Games,E10+,2958.12
10209,Assassin's Creed: Bloodlines,PSP,2009,Action,Ubisoft,0.43,0.47,0.05,0.28,1.23,63.00,38.00,7.20,69,Griptonite Games,M,2944.62
7472,No More Heroes,Wii,2007,Action,Rising Star Games,0.29,0.17,0.04,0.05,0.55,83.00,64.00,8.40,259,Grasshopper Manufacture,M,2921.6
15073,Lego Batman 3: Beyond Gotham,PS4,2014,Action,Warner Bros. Interactive Entertainment,0.37,0.40,0.00,0.15,0.93,73.00,43.00,7.10,75,TT Games,E10+,2919.27
12904,LEGO Pirates of the Caribbean: The Video Game,PS3,2011,Action,Disney Interactive Studios,0.36,0.43,0.00,0.16,0.95,73.00,42.00,7.10,34,Traveller's Tales,E10+,2912.7
15628,LEGO Jurassic World,PS4,2015,Action,Warner Bros. Interactive Entertainment,0.32,0.42,0.02,0.14,0.90,70.00,46.00,7.00,80,TT Games,E10+,2898
14531,Pro Evolution Soccer 2014,PS3,2013,Action,Konami Digital Entertainment,0.03,0.41,0.51,0.00,0.95,78.00,39.00,4.10,303,Konami,E,2889.9
8767,LEGO Indiana Jones: The Original Adventures,PS3,2008,Action,Activision,0.44,0.42,0.00,0.17,1.03,77.00,36.00,7.70,30,Traveller's Tales,E10+,2855.16
13815,Call of Duty Black Ops: Declassified,PSV,2012,Action,Activision,0.71,0.43,0.07,0.26,1.47,33.00,58.00,4.80,479,Nihilistic,M,2813.58
16225,Dragon Ball: Xenoverse 2,PS4,2016,Action,Namco Bandai Games,0.24,0.27,0.09,0.10,0.71,73.00,54.00,7.80,117,Dimps Corporation,T,2798.82
5325,Dynasty Warriors 5,PS2,2005,Action,Tecmo Koei,0.24,0.18,0.91,0.06,1.39,69.00,29.00,8.80,68,Omega Force,T,2781.39
5341,Ultimate Spider-Man,PS2,2005,Action,Activision,0.60,0.02,0.00,0.10,0.72,74.00,52.00,7.90,54,Treyarch,T,2770.56
4554,Spider-Man 2,GC,2004,Action,Activision,0.65,0.17,0.00,0.02,0.84,80.00,41.00,8.80,30,Treyarch,T,2755.2
13850,Darksiders II,PS3,2012,Action,THQ,0.35,0.35,0.01,0.14,0.84,84.00,39.00,7.10,422,Vigil Games,M,2751.84
5354,Metal Gear Solid 3: Subsistence,PS2,2005,Action,Konami Digital Entertainment,0.34,0.01,0.15,0.06,0.55,94.00,53.00,9.30,439,Aspect,M,2740.1
5337,Twisted Metal: Head On,PSP,2005,Action,Sony Computer Entertainment,0.71,0.00,0.00,0.06,0.77,79.00,45.00,8.20,38,Incognito Inc.,T,2737.35
12939,Ace Combat: Assault Horizon,X360,2011,Action,Namco Bandai Games,0.30,0.12,0.03,0.04,0.49,78.00,71.00,6.20,82,Project Aces,T,2713.62
10258,Tom Clancy's HAWX,X360,2009,Action,Ubisoft,0.31,0.19,0.02,0.06,0.58,73.00,64.00,7.30,51,Ubisoft Romania,T,2709.76
14530,Dead Space 3,PS3,2013,Action,Electronic Arts,0.44,0.36,0.00,0.16,0.96,76.00,37.00,6.40,522,Visceral Games,M,2699.52
13825,LEGO Batman 2: DC Super Heroes,PS3,2012,Action,Warner Bros. Interactive Entertainment,0.50,0.50,0.00,0.19,1.19,81.00,28.00,7.50,81,Traveller's Tales,E10+,2698.92
7445,Grand Theft Auto: Vice City Stories,PS2,2007,Action,Take-Two Interactive,0.78,0.03,0.03,0.13,0.97,75.00,37.00,7.90,67,Rockstar Leeds,M,2691.75
14534,DmC: Devil May Cry,PS3,2013,Action,Capcom,0.24,0.26,0.19,0.10,0.79,85.00,40.00,5.30,1471,Ninja Theory,M,2686
12932,God of War: Origins Collection,PS3,2011,Action,Sony Computer Entertainment,0.39,0.08,0.02,0.06,0.55,84.00,58.00,8.40,208,Ready at Dawn,M,2679.6
12917,Crysis 2,PC,2011,Action,Electronic Arts,0.16,0.45,0.00,0.13,0.74,86.00,42.00,6.80,1594,Crytek,M,2672.88
5346,Prince of Persia: The Two Thrones,PS2,2005,Action,Ubisoft,0.57,0.02,0.00,0.09,0.68,85.00,46.00,8.50,111,Ubisoft Montreal,M,2658.8
13835,UFC Undisputed 3,PS3,2012,Action,THQ,0.55,0.32,0.03,0.13,1.03,86.00,30.00,7.40,92,Yuke's,T,2657.4
12902,Skylanders: Spyro's Adventure,X360,2011,Action,Activision,0.53,0.34,0.00,0.10,0.97,78.00,35.00,5.20,53,Toys for Bob,E10+,2648.1
8740,LEGO Indiana Jones: The Original Adventures,DS,2008,Action,Activision,1.40,0.59,0.00,0.20,2.20,80.00,15.00,7.90,16,TT Fusion,E,2640
10254,Ghostbusters: The Video Game,X360,2009,Action,Atari,0.43,0.14,0.00,0.06,0.63,79.00,53.00,8.50,125,Terminal Reality,T,2637.81
10242,The Godfather II,PS3,2009,Action,Electronic Arts,0.41,0.21,0.01,0.10,0.74,67.00,53.00,7.20,50,EA Redwood Shores,M,2627.74
2383,Harry Potter and the Sorcerer's Stone,PS,2001,Action,Electronic Arts,1.37,2.00,0.14,0.22,3.73,64.00,11.00,7.50,41,Argonaut Games,E,2625.92
13829,Medal of Honor: Warfighter,X360,2012,Action,Electronic Arts,0.59,0.45,0.01,0.10,1.15,53.00,43.00,5.40,437,Danger Close,M,2620.85
3744,Enter the Matrix,XB,2003,Action,Atari,0.72,0.43,0.01,0.04,1.20,65.00,33.00,7.10,75,Shiny Entertainment,T,2574
10265,The Saboteur,X360,2009,Action,Electronic Arts,0.26,0.20,0.00,0.05,0.51,73.00,69.00,8.20,141,Pandemic Studios,M,2568.87
6306,LEGO Star Wars II: The Original Trilogy,X360,2006,Action,LucasArts,0.55,0.03,0.00,0.05,0.63,81.00,50.00,8.00,45,Traveller's Tales,E10+,2551.5
12909,The Tomb Raider Trilogy,PS3,2011,Action,Square Enix,0.27,0.46,0.00,0.15,0.88,78.00,37.00,8.10,60,Crystal Dynamics,T,2539.68
11666,Prince of Persia: The Forgotten Sands,PS3,2010,Action,Ubisoft,0.19,0.36,0.01,0.12,0.69,75.00,49.00,7.60,120,Ubisoft Montreal,T,2535.75
2406,ICO,PS2,2001,Action,Sony Computer Entertainment,0.23,0.18,0.00,0.06,0.47,90.00,59.00,8.80,328,SCE Japan Studio,T,2495.7
11625,LEGO Harry Potter: Years 1-4,Wii,2010,Action,Warner Bros. Interactive Entertainment,1.28,0.93,0.00,0.22,2.43,79.00,13.00,8.00,34,Traveller's Tales,E10+,2495.61
13826,One Piece: Pirate Warriors,PS3,2012,Action,Namco Bandai Games,0.01,0.23,0.86,0.08,1.18,64.00,33.00,6.50,55,"Omega Force, Tecmo Koei Games",T,2492.16
15623,Dying Light,XOne,2015,Action,Warner Bros. Interactive Entertainment,0.86,0.30,0.01,0.12,1.29,74.00,26.00,7.80,387,Techland,M,2481.96
2390,Dynasty Warriors 3,PS2,2001,Action,THQ,0.53,0.16,1.07,0.10,1.87,78.00,17.00,9.10,90,Omega Force,T,2479.62
12874,Skylanders: Spyro's Adventure,Wii,2011,Action,Activision,1.35,1.13,0.00,0.30,2.78,81.00,11.00,5.60,31,Toys for Bob,E10+,2476.98
3757,Silent Hill 3,PS2,2003,Action,Konami Digital Entertainment,0.35,0.27,0.00,0.09,0.71,85.00,41.00,8.80,315,KCET,M,2474.35
14523,Saints Row IV,PS3,2013,Action,Deep Silver,0.56,0.41,0.09,0.19,1.25,76.00,26.00,6.30,278,Volition Inc.,M,2470
13819,WWE '13,PS3,2012,Action,THQ,0.51,0.60,0.00,0.25,1.35,76.00,24.00,8.10,99,THQ,T,2462.4
14547,DmC: Devil May Cry,X360,2013,Action,Capcom,0.26,0.12,0.01,0.04,0.44,86.00,65.00,5.10,1438,Ninja Theory,M,2459.6
6291,The Legend of Zelda: Twilight Princess,GC,2006,Action,Nintendo,1.15,0.36,0.04,0.04,1.59,96.00,16.00,9.20,568,Nintendo,T,2442.24
986,Tenchu: Stealth Assassins,PS,1997,Action,Activision,0.95,0.64,0.27,0.13,1.99,87.00,14.00,8.80,45,Acquire,M,2423.82
3743,Lara Croft Tomb Raider: The Angel of Darkness,PS2,2003,Action,Eidos Interactive,0.61,0.48,0.00,0.16,1.25,52.00,37.00,6.20,106,Core Design Ltd.,T,2405
5333,Tom Clancy's Splinter Cell: Chaos Theory,PS2,2005,Action,Ubisoft,0.36,0.45,0.00,0.14,0.95,87.00,29.00,8.60,53,Ubisoft Montreal,M,2396.85
5376,Condemned: Criminal Origins,X360,2005,Action,Sega,0.36,0.02,0.00,0.03,0.41,81.00,72.00,8.20,146,Monolith Productions,M,2391.12
8742,Star Wars: The Force Unleashed,Wii,2008,Action,LucasArts,1.11,0.56,0.00,0.18,1.86,71.00,18.00,7.90,75,Krome Studios,T,2377.08
8786,Okami,Wii,2008,Action,Capcom,0.43,0.09,0.04,0.05,0.60,90.00,44.00,8.90,236,Ready at Dawn,T,2376
